id;display_number;finding;status;area_id;report_id
612;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;22
613;4;Ditemukan potensi akses atau sarang hama;3;1;22
614;5;Ditemukan sampah atau ceceran makanan;3;2;22
615;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;22
616;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;22
617;8;Terdapat sisa makanan di atas meja / lantai;3;3;22
618;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;22
619;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;22
620;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;22
621;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;22
622;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;22
623;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;22
624;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;22
625;16;Terdapat sisa makanan di area bumbu masak;3;5;22
626;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;22
627;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;22
628;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;22
629;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;22
630;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;22
631;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;22
632;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;22
633;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;22
634;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;22
635;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;22
636;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;22
637;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;22
638;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;22
639;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;23
640;2;Frekuensi pengangkutan sampah kurang;3;1;23
641;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;23
642;4;Ditemukan potensi akses atau sarang hama;3;1;23
643;5;Ditemukan sampah atau ceceran makanan;3;2;23
644;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;23
645;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;23
646;8;Terdapat sisa makanan di atas meja / lantai;3;3;23
647;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;23
648;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;23
649;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;23
650;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;23
651;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;23
652;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;23
653;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;23
654;16;Terdapat sisa makanan di area bumbu masak;3;5;23
655;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;23
656;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;23
657;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;23
658;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;23
659;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;23
660;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;23
661;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;23
662;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;23
663;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;23
664;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;23
665;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;23
666;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;23
667;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;23
668;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;24
669;2;Frekuensi pengangkutan sampah kurang;3;1;24
670;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;24
671;4;Ditemukan potensi akses atau sarang hama;3;1;24
672;5;Ditemukan sampah atau ceceran makanan;3;2;24
673;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;24
674;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;24
675;8;Terdapat sisa makanan di atas meja / lantai;3;3;24
676;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;24
677;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;24
678;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;24
679;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;24
680;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;24
681;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;24
682;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;24
683;16;Terdapat sisa makanan di area bumbu masak;3;5;24
684;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;24
685;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;24
686;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;24
687;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;24
688;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;24
689;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;24
690;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;24
691;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;24
692;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;24
693;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;24
694;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;24
695;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;24
696;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;24
697;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;25
698;2;Frekuensi pengangkutan sampah kurang;3;1;25
699;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;25
700;4;Ditemukan potensi akses atau sarang hama;3;1;25
701;5;Ditemukan sampah atau ceceran makanan;3;2;25
702;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;25
703;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;25
704;8;Terdapat sisa makanan di atas meja / lantai;3;3;25
705;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;25
706;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;25
707;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;25
708;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;25
709;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;25
710;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;25
711;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;25
712;16;Terdapat sisa makanan di area bumbu masak;3;5;25
713;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;25
714;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;25
715;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;25
716;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;25
717;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;25
718;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;25
719;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;25
720;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;25
721;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;25
722;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;25
723;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;25
724;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;25
725;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;25
726;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;26
727;2;Frekuensi pengangkutan sampah kurang;3;1;26
728;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;26
729;4;Ditemukan potensi akses atau sarang hama;3;1;26
730;5;Ditemukan sampah atau ceceran makanan;3;2;26
731;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;26
732;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;26
733;8;Terdapat sisa makanan di atas meja / lantai;3;3;26
734;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;26
735;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;26
736;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;26
737;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;26
738;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;26
739;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;26
740;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;26
741;16;Terdapat sisa makanan di area bumbu masak;3;5;26
742;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;26
743;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;26
744;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;26
745;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;26
746;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;26
747;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;26
748;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;26
749;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;26
750;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;26
751;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;26
752;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;26
753;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;26
754;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;26
755;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;27
756;2;Frekuensi pengangkutan sampah kurang;3;1;27
757;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;27
758;4;Ditemukan potensi akses atau sarang hama;3;1;27
759;5;Ditemukan sampah atau ceceran makanan;3;2;27
760;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;27
761;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;27
762;8;Terdapat sisa makanan di atas meja / lantai;3;3;27
763;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;27
764;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;27
765;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;27
766;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;27
767;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;27
768;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;27
769;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;27
770;16;Terdapat sisa makanan di area bumbu masak;3;5;27
771;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;27
772;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;27
773;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;27
774;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;27
775;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;27
776;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;27
777;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;27
778;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;27
779;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;27
780;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;27
781;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;27
782;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;27
783;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;27
784;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;28
785;2;Frekuensi pengangkutan sampah kurang;3;1;28
786;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;28
787;4;Ditemukan potensi akses atau sarang hama;3;1;28
788;5;Ditemukan sampah atau ceceran makanan;3;2;28
789;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;28
790;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;28
791;8;Terdapat sisa makanan di atas meja / lantai;3;3;28
792;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;28
793;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;28
794;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;28
795;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;28
796;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;28
797;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;28
798;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;28
799;16;Terdapat sisa makanan di area bumbu masak;3;5;28
800;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;28
801;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;28
802;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;28
803;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;28
804;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;28
805;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;28
806;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;28
807;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;28
808;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;28
809;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;28
810;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;28
811;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;28
812;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;28
813;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;29
814;2;Frekuensi pengangkutan sampah kurang;3;1;29
815;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;29
816;4;Ditemukan potensi akses atau sarang hama;3;1;29
817;5;Ditemukan sampah atau ceceran makanan;3;2;29
818;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;29
819;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;29
820;8;Terdapat sisa makanan di atas meja / lantai;3;3;29
821;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;29
822;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;29
823;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;29
824;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;29
825;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;29
826;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;29
827;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;29
828;16;Terdapat sisa makanan di area bumbu masak;3;5;29
829;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;29
830;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;29
831;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;29
832;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;29
833;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;29
834;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;29
835;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;29
836;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;29
837;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;29
838;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;29
839;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;29
840;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;29
841;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;29
842;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;30
843;2;Frekuensi pengangkutan sampah kurang;3;1;30
844;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;30
845;4;Ditemukan potensi akses atau sarang hama;3;1;30
846;5;Ditemukan sampah atau ceceran makanan;3;2;30
847;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;30
848;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;30
849;8;Terdapat sisa makanan di atas meja / lantai;3;3;30
850;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;30
851;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;30
852;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;30
853;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;30
854;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;30
855;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;30
856;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;30
857;16;Terdapat sisa makanan di area bumbu masak;3;5;30
858;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;30
859;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;30
860;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;30
861;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;30
862;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;30
863;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;30
864;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;30
865;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;30
866;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;30
867;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;30
868;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;30
869;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;30
870;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;30
871;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;31
872;2;Frekuensi pengangkutan sampah kurang;3;1;31
873;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;31
874;4;Ditemukan potensi akses atau sarang hama;3;1;31
875;5;Ditemukan sampah atau ceceran makanan;3;2;31
876;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;31
877;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;31
878;8;Terdapat sisa makanan di atas meja / lantai;3;3;31
879;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;31
880;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;31
881;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;31
882;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;31
883;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;31
884;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;31
885;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;31
886;16;Terdapat sisa makanan di area bumbu masak;3;5;31
887;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;31
888;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;31
889;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;31
890;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;31
891;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;31
892;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;31
893;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;31
894;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;31
895;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;31
896;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;31
897;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;31
898;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;31
899;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;31
900;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;32
901;2;Frekuensi pengangkutan sampah kurang;3;1;32
902;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;32
903;4;Ditemukan potensi akses atau sarang hama;3;1;32
904;5;Ditemukan sampah atau ceceran makanan;3;2;32
905;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;32
906;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;32
907;8;Terdapat sisa makanan di atas meja / lantai;3;3;32
908;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;32
909;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;32
910;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;32
911;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;32
912;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;32
913;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;32
914;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;32
915;16;Terdapat sisa makanan di area bumbu masak;3;5;32
916;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;32
917;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;32
918;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;32
919;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;32
920;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;32
921;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;32
922;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;32
923;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;32
924;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;32
925;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;32
926;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;32
927;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;32
928;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;32
929;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;33
930;2;Frekuensi pengangkutan sampah kurang;3;1;33
931;3;Lingkungan sekitar terdapat sampah dan genangan air;3;1;33
932;4;Ditemukan potensi akses atau sarang hama;3;1;33
933;5;Ditemukan sampah atau ceceran makanan;3;2;33
934;6;Ditemukan aktifitas hama atau potensi sarang hama;3;2;33
935;7;Terdapat celah di bawah atau samping pintu atau pintu / jendela tidak ditutup sempurna;3;3;33
936;8;Terdapat sisa makanan di atas meja / lantai;3;3;33
937;9;Terdapat ceceran makanan di area bumbu tambahan;3;3;33
938;10;Tempat sampah indoor tidak tertutup rapat / kondisinya kotor;3;3;33
939;11;Terdapat aktifitas hama / potensi sarang / akses hama;3;3;33
940;12;Terdapat sisa makanan di atas meja serving counter / meja bar / lantai area serving counter;3;4;33
941;13;Terdapat ceceran makanan (sampah), ceceran kotoran lemak dan bau yang mengundang serangga di grease trap;3;4;33
942;14;Terdapat aktifitas hama / potensi sarang / akses hama;3;4;33
943;15;Terdapat sisa makanan di atas meja masak / dan di lantai bawahnya;3;5;33
944;16;Terdapat sisa makanan di area bumbu masak;3;5;33
945;17;Peralatan masak dan dispenser dalam keadaan kotor / belum dibersihkan;3;5;33
946;18;Penyimpanan barang/karton diletakkan langsung di atas lantai (tidak ada jarak yang cukup dengan lantai);3;5;33
947;19;Ditemukan makanan yang terbuka setelah jam operasional (after closing);3;5;33
948;20;Ditemukan aktifitas hama atau potensi sarang hama;3;5;33
949;21;Terdapat akses masuk hama: ceiling,celah pintu, pipa air, dinding, kabel, dll;3;5;33
950;22;Rest Room / Toilet / Hand Wash Area dalam keadaan kotor, drainase pit tidak tertutup;3;6;33
951;23;Terdapat aktifitas hama / potensi sarang / akses hama;3;6;33
952;24;Ditemukan sisa makanan atau makanan yang terbuka di area office/staff room/backroom;3;7;33
953;25;Terdapat aktifitas hama / potensi sarang / akses hama;3;7;33
954;26;Terdapat aktifitas hama / potensi sarang / akses hama;3;8;33
955;27;Terdapat produk yang terbuka dan dapat mengundang hama;3;8;33
956;28;Ditemukan makanan / produk yang terbuka dan beresiko terkena cemaran chemical treatment;3;9;33
957;29;Terdapat lemari/kabinet dalam keadaan terkunci sehingga tidak bisa diinspeksi dan ditreatment;3;9;33
958;1;Tempat sampah luar dalam keadaan kotor, diletakkan dekat pintu/bangunan;3;1;34
959;2;Frekuensi pengangkutan sampah kurang;3;1;34
